year,pgisced97,sampreg,plh0190,proportion,n,lower_confidence,upper_confidence
1990,middle vocational,Ostdeutschland,Stimmt ganz u.gar nicht,0.3169366715758468,18165,0.3101703115573263,0.32370303159436736
1990,middle vocational,Ostdeutschland,Stimmt eher nicht,0.17673048600883653,18165,0.17118339714943553,0.18227757486823754
1990,higher education,Ostdeutschland,Stimmt ganz u.gar nicht,0.13284241531664212,18165,0.12790663564007154,0.1377781949932127
1990,higher education,Ostdeutschland,Stimmt eher nicht,0.08041237113402062,18165,0.07645782756682892,0.08436691470121233
1990,middle vocational,Ostdeutschland,Stimmt eher,0.06273932253313697,18165,0.059212866439405196,0.06626577862686873
1990,higher vocational,Ostdeutschland,Stimmt ganz u.gar nicht,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,middle vocational,Ostdeutschland,Stimmt ganz u.gar,0.03652430044182622,18165,0.03379626689678268,0.03925233398686975
1990,general elemantary,Ostdeutschland,Stimmt ganz u.gar nicht,0.03416789396170839,18165,0.03152610394538989,0.03680968397802689
1990,higher education,Ostdeutschland,Stimmt eher,0.025920471281296025,18165,0.02360969966072867,0.02823124290186338
1990,general elemantary,Ostdeutschland,Stimmt eher nicht,0.020913107511045654,18165,0.0188321736670631,0.022994041355028208
1990,higher vocational,Ostdeutschland,Stimmt eher nicht,0.015905743740795286,18165,0.014086320619788123,0.01772516686180245
1990,higher education,Ostdeutschland,Stimmt ganz u.gar,0.01207658321060383,18165,0.010488138696383882,0.013665027724823777
1990,general elemantary,Ostdeutschland,Stimmt eher,0.009131075110456554,18165,0.007747803600894258,0.01051434662001885
1990,vocational + Abi,Ostdeutschland,Stimmt ganz u.gar nicht,0.008247422680412371,18165,0.006932200375414377,0.009562644985410365
1990,vocational + Abi,Ostdeutschland,Stimmt eher nicht,0.007952871870397643,18165,0.0066611574286826415,0.009244586312112644
1990,higher vocational,Ostdeutschland,Stimmt eher,0.00471281296023564,18165,0.003716828233002967,0.005708797687468314
1990,general elemantary,Ostdeutschland,Stimmt ganz u.gar,0.004123711340206186,18165,0.0031917772578973895,0.005055645422514982
1990,higher vocational,Ostdeutschland,Stimmt ganz u.gar,0.0035346097201767305,18165,0.0026715512610905935,0.004397668179262867
1990,vocational + Abi,Ostdeutschland,Stimmt eher,0.00235640648011782,18165,0.0016513057190253753,0.003061507241210265
1990,inadequately,Ostdeutschland,Stimmt eher nicht,0.00117820324005891,18165,0.0006793273884086564,0.0016770790917091639
1990,vocational + Abi,Ostdeutschland,Stimmt ganz u.gar,0.0008836524300441826,18165,0.0004515495700778914,0.0013157552900104738
1990,-1,Ostdeutschland,Stimmt ganz u.gar nicht,0.000589101620029455,18165,0.0002362391098244442,0.0009419641302344659
